"ISO","Language","Family","Area","H","H_unigram","L2prop","MC","NumChap","Population","Rangesize","vehicularity"
"rao","Rao","Ramu-Lower-Sepik","N-Coast-New-Guinea",,,0,0.5,4,6000,2097.124543,0
"rap","Rapa Nui","Austronesian","Oceania",,,0,0.217504411935806,27,3390,178.0327311,0
"ras","Tegali","Niger-Congo","African-Savannah",,,0,0.774999976158142,4,35700,1037.130882,0
"raw","Rawang","Sino-Tibetan","Southeast-Asia",,,,0.125,12,62100,12463.00797,1
"rbb","Rumai Palaung","Austro-Asiatic",,,,0,0.0625,4,139000,1715.719529,0
"rej","Rejang","Austronesian","Southeast-Asia",,,0,0,1,350000,5860.074831,0
"rel","Rendille","Afro-Asiatic","S-Africa",,,0,0.412499994039536,4,34700,15512.46448,0
"rgr","Resígaro","Maipurean","NE-South-America",,,0,0.524999976158142,10,14,845.2243627,0
"rif","Tarifit","Afro-Asiatic","N-Africa",,,0,0.600000023841858,10,1500000,15366.59388,0
"rim","Nyaturu","Niger-Congo","S-Africa",1.71211004257202,10.3147764205933,0,1,2,595000,11911.14656,0
"rit","Ritarungo","Australian","N-Australia",,,0,1,8,94,15088.87646,0
"rji","Raji","Sino-Tibetan","Indic",,,0,0,1,2410,267.8654721,0
"rkb","Rikbaktsa","Language-isolate","NE-South-America",1.38833463191986,9.37889766693115,0,0.666666686534882,3,910,4029.393904,0
"rma","Rama","Chibchan","Mesoamerica",,,0,0.483074545860291,23,24,898.4908115,0
"rmb","Rembarunga","Australian","N-Australia",,,0,1,3,69,6346.344351,0
"rmn","Balkan Romani","Indo-European","Europe",,,0.261893212795258,0.375,2,561000,554.5764715,0
"rmt","Domari","Indo-European","Greater-Mesopotamia",,,0,0.857142865657806,7,2000,1.178312972,0
"rmy","Vlax Romani","Indo-European","Europe",1.49658274650574,8.57196426391602,0,0.375,4,408570,90.18005643,0
"roh","Romansch","Indo-European","Europe",,,,0.333333343267441,3,35100,4079.926098,1
"ron","Romanian","Indo-European","Europe",1.78511321544647,9.2982702255249,,0.472222208976746,18,22610000,273969.8567,1
"roo","Rotokas","North-Bougainville","Oceania",1.46330082416534,9.2404146194458,0,,,4320,1314.259555,0
"rou","Runga","Nilo-Saharan","African-Savannah",,,0,0.699999988079071,10,43000,50603.26948,0
"rro","Waima","Austronesian","S-New-Guinea",1.38290894031525,9.46822452545166,0,,,15000,586.8433,0
"rth","Ratahan","Austronesian","Oceania",,,0,0.16666667163372,3,30000,408.5299975,0
"rtm","Rotuman","Austronesian","Oceania",,,0,0.5,7,9000,42.40704896,0
"rug","Roviana","Austronesian","Oceania",,,0.618476986885071,0.16666667163372,6,9870,958.5334152,1
"run","Rundi","Niger-Congo","S-Africa",1.71516382694244,10.7760906219482,,1,2,4750000,25112.41687,1
"rus","Russian","Indo-European","Inner-Asia",1.98051619529724,10.0859613418579,0.424427211284638,0.453401356935501,28,135099940,8971106.442,1
"rut","Rutul","North-Caucasian","Greater-Mesopotamia",,,0,0.875,8,29510,1723.525008,0
"rwa","Rawo","Skou","N-Coast-New-Guinea",,,0,0,6,640,152.4664559,0
"rwo","Rawa","Trans-New-Guinea","N-Coast-New-Guinea",1.19602727890015,8.62063598632813,0,1,3,11500,900.0959018,0
"sab","Buglere","Chibchan","Mesoamerica",1.1695898771286,7.6014666557312,0,,,2500,2504.914226,0
"sac","Mesquakie","Algic","E-North-America",,,0,1,2,250,207.9703027,0
"sad","Sandawe","Khoisan","S-Africa",,,0,0.625,12,40000,4899.537757,0
"sag","Sango","Creole","African-Savannah",1.32213366031647,6.76465702056885,0.911071479320526,0.252225667238235,23,5400,,1
"sah","Yakut","Altaic","Inner-Asia",,,,0.819999992847443,10,363000,1451253.268,1
"saj","Sahu","West-Papuan","Oceania",,,0,0.224999994039536,10,7500,302.2536311,0
"sas","Sasak","Austronesian",,1.33216750621796,8.43109226226807,0,,,2100000,4372.811368,0
"sat","Santali","Austro-Asiatic","Indic",,,0.000157549176947,0.777777791023255,9,6157300,36609.06545,0
"sba","Ngambay","Nilo-Saharan","African-Savannah",1.57380640506744,8.36538696289063,,0.520833313465118,12,896000,17228.52329,1
"sbc","Kele","Austronesian","N-Coast-New-Guinea",,,0,0.375,8,600,81.71564023,0
"sbd","Southern Samo","Niger-Congo",,1.54018175601959,7.57570123672485,0,,,85000,2708.474077,0
"sbe","Saliba","Austronesian","S-New-Guinea",,,0,0.522727251052857,11,2500,54.98441954,0
"sbf","Shabo","Unclassified","Greater-Abyssinia",,,0,0.666666686534882,3,450,391.1505234,0
"sbl","Botolan Sambal","Austronesian",,1.30379462242126,8.33637523651123,0,,,32900,613.4071291,0
"sbs","Subiya","Niger-Congo","S-Africa",,,0,1,2,35090,17735.95946,0
"sbu","Stod Bhoti","Sino-Tibetan","Indic",,,0,1,1,2500,,0
"sce","Dongxiang","Altaic","Southeast-Asia",,,0,0.833333313465118,6,250000,2439.117996,0
"scl","Shina","Indo-European","Indic",,,0,0.571428596973419,7,321000,10478.81806,0
"sda","Toraja-Sa'dan","Austronesian","Oceania",1.6032372713089,9.37333488464356,0,,,500000,3213.505768,0
"sdg","Savi","Indo-European","Indic",,,0,1,4,3000,1.457599129,0
"sdp","Sherdukpen","Sino-Tibetan","Indic",,,0,1,2,3100,272.8743909,0
"sed","Sedang","Austro-Asiatic","Southeast-Asia",,,0,0.25,6,101000,1596.668665,0
"see","Seneca","Iroquoian","E-North-America",,,0,0.712499976158142,4,175,874.9673938,0
"seh","Sena","Niger-Congo","S-Africa",,,0,1,1,1340000,82364.96766,0
"sei","Seri","Language-isolate","Mesoamerica",,,0,0.600000023841858,10,900,1648.189422,0
"sel","Selkup","Uralic","Inner-Asia",,,0,1,7,1640,40347.07696,0
"sen","Nanerigé Sénoufo","Niger-Congo","African-Savannah",,,0,0.75,4,50000,3228.03094,0
"ser","Serrano","Uto-Aztecan","California",,,0,1,1,1,174.0171173,0
"ses","Koyraboro Senni Songhay","Nilo-Saharan","African-Savannah",,,0,0.204166665673256,22,100000,12204.61296,0
"set","Sentani","East-Bird’s-Head-Sentani","N-Coast-New-Guinea",,,0,0.436979174613953,16,30000,361.1004927,0
"sey","Secoya","Tucanoan","NE-South-America",1.46157073974609,10.0740432739258,0,1,1,690,5180.513684,0
"sgb","Mag-Anchi Ayta","Austronesian",,1.32698941230774,8.1848840713501,0,,,8200,145.0868867,0
"sgw","Sebat Bet Gurage","Afro-Asiatic","Greater-Abyssinia",2.5410623550415,11.330680847168,0,0.833333313465118,5,2320000,2053.437275,0
"sgz","Sursurunga","Austronesian","N-Coast-New-Guinea",1.40694618225098,7.93356895446777,0,,,3000,670.2582027,0
"shb","Ninam","Yanomaman","NE-South-America",,,0,0.666666686534882,6,570,25339.59283,0
"shh","Shoshoni","Uto-Aztecan","Basin-and-Plains",,,0,1,5,2910,6817.13778,0
"shi","Tachelhit","Afro-Asiatic","N-Africa",1.78921806812286,11.5698442459106,0,0.888888895511627,9,3000000,101779.0724,0
"shj","Shatt","Nilo-Saharan","African-Savannah",,,0,0.666666686534882,6,15000,416.6584201,0
"shk","Shilluk","Nilo-Saharan","African-Savannah",1.61838793754578,9.08413028717041,0,0.666666686534882,9,175000,14546.93558,0
"shp","Shipibo-Conibo","Panoan","NE-South-America",1.44039189815521,9.71519756317139,0,0.55523806810379,20,26000,32383.0304,0
"shs","Shuswap","Salish","Alaska-Oregon",,,0,0.660714268684387,14,500,831.0722457,0
"shu","Chadian Spoken Arabic","Afro-Asiatic","African-Savannah",1.50607669353485,9.11973094940186,0.042865891009569,1,1,1076000,166361.5703,1
"shy","Tachawit","Afro-Asiatic","N-Africa",,,0,1,1,1400000,37492.0848,0
"sid","Sidamo","Afro-Asiatic","Greater-Abyssinia",,,0.032781563699246,0.625,8,2900000,4845.467904,0
"sif","Siamou","Niger-Congo","African-Savannah",,,0,0.666666686534882,3,20000,325.1708077,0
"sig","Paasaal","Niger-Congo",,1.44756305217743,7.38995933532715,0,,,36000,2097.019273,0
"sil","Tumulung Sisaala","Niger-Congo",,1.48987054824829,7.86753749847412,0,,,105000,2604.524792,0
"sim","Mende","Sepik","N-Coast-New-Guinea",1.36071360111237,8.76657295227051,0,,,5700,85.25299895,0
"sin","Sinhala","Indo-European","Indic",1.77815091609955,10.7024517059326,0.123375609517097,0.90625,4,15500000,53976.21493,1
"sip","Sikkimese","Sino-Tibetan","Indic",,,0,0.111111111938953,9,70300,1197.629422,0
"siw","Siwai","South-Bougainville","Oceania",,,0,0.916666686534882,6,6600,613.8105741,0
"siz","Siwi","Afro-Asiatic","N-Africa",,,0,0.5,4,30000,9.759015307,0
"sja","Epena","Chocoan","Andean",1.43416309356689,9.72670745849609,0,0.567184269428253,23,3550,4574.244629,0
"sjd","Kildin Saami","Uralic","Inner-Asia",,,0,1,1,500,42372.37982,0
"sjg","Assangori","Nilo-Saharan","African-Savannah",,,0,1,4,23500,1872.765481,0
"sjr","Siar-Lak","Austronesian","N-Coast-New-Guinea",,,0,0.333333343267441,3,2080,1397.564251,0
"skd","Southern Sierra Miwok","Miwok-Costanoan","California",,,0,0.769924819469452,19,7,,0
"skf","Sakirabiá","Tupian",,,,0,0.333333343267441,6,23,165.6100472,0
"skj","Seke","Sino-Tibetan","Indic",,,0,1,2,700,59.92314681,0
"sku","Sakao","Austronesian","Oceania",,,0,0.857142865657806,7,4000,342.1752161,0
"skv","Skou","Skou","N-Coast-New-Guinea",,,0,0.75,3,700,248.4830152,0
"slc","Sáliba","Sálivan","NE-South-America",,,0,0.666666686534882,3,1560,2484.979575,0
"sld","Sissala","Niger-Congo",,1.70676004886627,8.46783256530762,0,,,13000,1214.667743,0
"slk","Slovak","Indo-European","Europe",1.99864268302917,10.0592575073242,0.247112154960632,,,4701800,45073.51898,1
"sll","Salt-Yui","Trans-New-Guinea","Interior-New-Guinea",1.34389889240265,8.73394298553467,0,0.620370388031006,9,6500,134.9259258,0
"slp","Lamaholot","Austronesian","Oceania",,,,0.375,8,150000,961.0167654,1
"slr","Salar","Altaic","Inner-Asia",,,0,1,1,60000,4356.068677,0
"slv","Slovenian","Indo-European","Europe",1.94067418575287,9.78851699829102,,0.555555582046509,9,1851190,22646.90018,1
"sme","North Saami","Uralic","Inner-Asia",1.70939862728119,9.82202339172363,,0.596153855323792,13,20700,8162.493526,1
"smk","Bolinao","Austronesian",,1.51568841934204,8.5979585647583,0.088967971503735,,,50000,273.484277,0
"sml","Central Sama","Austronesian",,1.54299521446228,8.85634708404541,0,,,90000,442.6085359,0
"smo","Samoan","Austronesian","Oceania",1.39891862869263,7.27520656585693,,0.275641024112701,13,306840,3086.710664,1
"smq","Samo","Trans-New-Guinea","Interior-New-Guinea",,,0,1,1,900,627.4801938,0
"smr","Simeulue","Austronesian","Southeast-Asia",,,0,0,3,30000,1401.081026,0
"sna","Shona","Niger-Congo","S-Africa",1.61756944656372,11.1343231201172,0.19948798418045,0.75,8,10741200,219330.1448,1
"snc","Sinaugoro","Austronesian","S-New-Guinea",1.32131826877594,9.22207832336426,0,0.833333313465118,6,18000,2177.648592,0
"snd","Sindhi","Indo-European","Indic",1.85458087921143,9.25975131988525,,0,1,21315000,135029.8144,1
"snf","Noon","Niger-Congo","African-Savannah",,,0,0.601851880550385,9,32900,198.8068311,0
"snk","Soninke","Niger-Congo","African-Savannah",,,0,0,3,1145000,60151.68204,0
"snn","Siona","Tucanoan","NE-South-America",1.26788020133972,9.20383834838867,0,1,6,550,2996.049732,0
"snp","Siane","Trans-New-Guinea","Interior-New-Guinea",1.38128781318665,9.14929962158203,0,0.666666686534882,9,29000,541.7369357,0
"snq","Sangu","Niger-Congo","S-Africa",,,0,1,4,20900,5347.409588,0
"snw","Selee","Niger-Congo",,1.61148166656494,9.09403324127197,0,,,11300,72.50958407,0
"sny","Saniyo-Hiyewe","Sepik","Interior-New-Guinea",1.10657858848572,7.57452630996704,0,,,1300,466.2710827,0
"sob","Sobei","Austronesian","N-Coast-New-Guinea",,,0,0.666666686534882,6,1000,116.6541277,0
"som","Somali","Afro-Asiatic","Greater-Abyssinia",1.63987398147583,9.77378082275391,0.005796750076115,0.51973682641983,19,13742400,935426.8647,1
"soq","Kanasi","Trans-New-Guinea",,1.50543367862701,9.34040069580078,0,,,2200,1221.272395,0
"sot","Southern Sotho","Niger-Congo","S-Africa",1.55854630470276,8.09838199615479,0.569410383701325,0.458333343267441,6,6010000,122787.1752,1
"sov","Sonsorol","Austronesian","Oceania",,,0,0.309523820877075,7,600,7.329849477,0
"soy","Miyobe","Niger-Congo",,1.66067910194397,8.99518394470215,0,,,8700,583.8464732,0
"spa","Spanish","Indo-European","Europe",1.73863458633423,8.85756301879883,0.172940388321877,0.439638435840607,27,327355040,7536876.619,1
"spl","Selepet","Trans-New-Guinea","N-Coast-New-Guinea",1.37389028072357,9.40911483764648,0,0.857142865657806,7,7000,193.7401641,0
"spo","Spokane","Salish","Basin-and-Plains",,,0,1,1,50,564.5938141,0
"spp","Supyire Senoufo","Niger-Congo","African-Savannah",1.48686122894287,8.12406635284424,0,0.42124542593956,26,350000,12209.95901,0
"sps","Saposa","Austronesian","Oceania",1.43597102165222,8.11186408996582,0,0.25,4,1400,25.63136375,0
"spu","Sapuan","Austro-Asiatic","Southeast-Asia",,,0,0.125,2,2400,927.1892533,0
"spy","Sabaot","Nilo-Saharan",,1.49387955665588,9.83016395568848,0,,,279000,1661.175373,0
"sqt","Soqotri","Afro-Asiatic","Greater-Abyssinia",,,0,1,1,57000,3803.38473,0
"squ","Squamish","Salish","Alaska-Oregon",,,0,0.573214292526245,20,15,22.59523646,0
"srb","Sora","Austro-Asiatic","Indic",,,0,1,4,310000,5262.209833,0
"sri","Siriano","Tucanoan","NE-South-America",1.34749853610992,9.93288135528564,0,,,350,1039.921067,0
"srm","Saramaccan","Creole","NE-South-America",1.43604934215546,7.25892925262451,0,,,26000,5048.5252,0
"srn","Sranan","Creole","NE-South-America",1.4516624212265,7.28827714920044,0.422119051218033,,,126400,5680.915531,1
"sro","Campidanese Sardinian","Indo-European",,,,0,0.666666686534882,6,345000,11613.45752,0
"srp","Serbian","Indo-European",,1.95032107830048,9.81839752197266,,,,9231300,94861.09452,1
"srq","Sirionó","Tupian","NE-South-America",1.40690088272095,8.10370349884033,0,0.620000004768372,10,400,1072.653755,0
"srs","Sarsi","Eyak-Athabaskan","Basin-and-Plains",,,0,0.545454561710358,11,50,225.4849933,0
"ssd","Siroi","Trans-New-Guinea","N-Coast-New-Guinea",1.39181327819824,8.54808902740479,0,0.454545468091965,11,1310,139.5981997,0
"ssf","Thao","Austronesian","Southeast-Asia",,,0,1,1,6,0.101202423,0
"ssg","Seimat","Austronesian","Oceania",1.43867194652557,8.18143749237061,0,,,1000,23.43990644,0
"ssn","Sanye","Afro-Asiatic","S-Africa",,,0,0.5,6,17400,1446.330379,0
"sst","Sinasina","Trans-New-Guinea","Interior-New-Guinea",,,0,0.75,4,50100,148.51577,0
"ssw","Swati","Niger-Congo","S-Africa",1.6959867477417,11.7609672546387,0.508022546768189,0.666666686534882,3,2034200,36491.09056,1
"ssx","Samberigi","Trans-New-Guinea",,1.18229043483734,9.46781826019287,0,,,3130,466.633489,0
"stn","Owa","Austronesian",,1.35395932197571,7.99364519119263,0,,,8410,139.3594082,0
"stp","Southeastern Tepehuan","Uto-Aztecan","Mesoamerica",1.22531533241272,8.04417037963867,0,0.857142865657806,7,10600,4273.765198,0
"str","Straits Salish","Salish","Alaska-Oregon",,,0.892857134342194,1,1,20,160.9612783,0
"sua","Sulka","Language-isolate","N-Coast-New-Guinea",1.3254429101944,8.18977737426758,0,0.590909063816071,11,2500,414.9070621,0
"sue","Suena","Trans-New-Guinea","S-New-Guinea",1.34411239624023,8.63449668884277,0,0.455833345651627,20,3000,398.0259788,0
"sui","Suki","Trans-New-Guinea","S-New-Guinea",,,0,1,4,3510,5039.28669,0
"suk","Sukuma","Niger-Congo","S-Africa",1.65348994731903,9.69688129425049,0,1,1,5430000,45017.42711,0
"sun","Sunda","Austronesian","Southeast-Asia",1.76044356822968,9.9235782623291,0,0.303571432828903,14,34000000,37177.76305,0
"suq","Suri","Nilo-Saharan","Greater-Abyssinia",,,0,0.899999976158142,4.5,20600,2537.896806,0
"sur","Mwaghavul","Afro-Asiatic","African-Savannah",1.36565279960632,7.73844051361084,,0.097222223877907,12,295000,890.3069125,1
"sus","Susu","Niger-Congo","African-Savannah",1.51629817485809,7.7314715385437,0,0.375,4,1031880,29997.61742,0
"suv","Sulung","Sino-Tibetan","Indic",,,0,1,1,5000,,0
"sva","Svan","Kartvelian","Greater-Mesopotamia",,,0,0.25,1,15000,2856.568663,0
"svs","Savosavo","Central-Solomons","Oceania",,,0,0.5,8,2420,34.79161514,0
"swe","Swedish","Indo-European","Europe",1.72629296779633,8.85524463653564,0.252219468355179,0.328947365283966,19,8236000,460057.3263,1
"swg","Swabian","Indo-European",,1.83044528961182,8.91813564300537,0,,,819000,,0
"swh","Swahili","Niger-Congo",,1.65057992935181,10.0179080963135,0.837301015853882,0.674823641777039,27,675000,19618.77647,1
"swk","Malawi Sena","Niger-Congo",,1.53195106983185,10.2596626281738,0,,,270000,2136.813452,0
"swp","Suau","Austronesian",,1.43309903144836,8.3116512298584,0.673076927661896,,,6800,607.4002385,1
"swt","Sawila","Trans-New-Guinea",,,,0,0.5,1,3000,103.3421615,0
"swv","Shekhawati","Indo-European","Indic",,,0,0,1,3000000,,0
"sxb","Suba","Niger-Congo",,1.52227306365967,9.85818958282471,0,,,174000,673.6380792,0
"sxn","Sangir","Austronesian","Oceania",1.48829913139343,8.91161727905273,0,,,255000,1270.189226,0
"sza","Semelai","Austro-Asiatic","Southeast-Asia",,,0,0.382777780294418,15,6418,7513.167656,0
"szb","Ngalum","Trans-New-Guinea",,1.36988115310669,9.08952140808106,0,,,18000,2728.344475,0
"szg","Sengele","Niger-Congo","S-Africa",,,0,0.875,2,17000,6568.375327,0
"szp","Suabo","Trans-New-Guinea","N-Coast-New-Guinea",,,0,0.777777791023255,9,1100,352.676759,0
"szw","Sawai","Austronesian","Oceania",,,0,1,1,12000,1240.834911,0
"tab","Tabassaran","North-Caucasian","Greater-Mesopotamia",1.78074049949646,10.9242610931396,0,,,128000,1156.790677,0
"tac","Lowland Tarahumara","Uto-Aztecan","Mesoamerica",1.40740323066711,8.94974994659424,0,0.625,8,39800,2953.778877,0
"tae","Tariano","Maipurean","NE-South-America",,,0,0.777777791023255,9,430,1434.371938,0
"tah","Tahitian","Austronesian",,,,,0.25,12,124260,1660.075073,1
"taj","Eastern Tamang","Sino-Tibetan","Indic",1.2993985414505,9.24389743804932,0.027213647961617,0.5,8,773000,12981.74177,0
"tam","Tamil","Dravidian","Indic",1.52605557441711,11.7386121749878,0.105310559272766,0.439215689897537,9,65296000,151188.9453,1
"tan","Tangale","Afro-Asiatic","African-Savannah",,,0,1,4,130000,1283.492092,0
"tap","Taabwa","Niger-Congo","S-Africa",,,0,1,3,382000,51937.4096,0
"taq","Tamasheq","Afro-Asiatic","African-Savannah",1.70799076557159,11.1512060165405,0,0.714285731315613,7,281200,626865.7677,0
"tar","Central Tarahumara","Uto-Aztecan","Mesoamerica",1.15610146522522,8.40506839752197,0,0.400000005960465,5,55000,13747.93588,0
"tat","Tatar","Altaic","Inner-Asia",1.82636272907257,10.7375421524048,,0.291666656732559,6.5,5351950,69376.39282,1
"tav","Tatuyo","Tucanoan","NE-South-America",1.42508161067963,9.22234630584717,0,,,400,2831.180129,0
"taw","Tai","Trans-New-Guinea",,1.28754281997681,7.99499225616455,0,,,900,23.52433802,0
"tay","Atayal","Austronesian","Southeast-Asia",,,0,0.333333343267441,8,84300,4689.042743,0
"tbc","Takia","Austronesian","N-Coast-New-Guinea",1.57547855377197,8.40218925476074,0,0.400000005960465,5,40000,281.2632401,0
"tbd","Kaki Ae","Trans-New-Guinea","S-New-Guinea",,,0,0.5,2,510,44.52225996,0
"tbg","North Tairora","Trans-New-Guinea","Interior-New-Guinea",1.24831247329712,9.82446098327637,0,0.875,8,6000,429.0768708,0
"tbi","Gaam","Nilo-Saharan","African-Savannah",,,0,0.833333313465118,6,67200,946.3443001,0
"tbl","Tboli","Austronesian","Oceania",1.47718644142151,8.00650978088379,0,0.428571432828903,7,95300,2144.884853,0
"tbo","Tawala","Austronesian","S-New-Guinea",1.43330216407776,8.26303768157959,0,0.5,7,20000,652.2312797,0
"tby","Tabaru","West-Papuan","Oceania",1.38652431964874,8.38961124420166,0,,,15000,1529.062766,0
"tbz","Ditammari","Niger-Congo",,1.52195382118225,9.31410121917725,0,,,147500,4297.812274,0
"tca","Ticuna","Language-isolate","NE-South-America",1.23023641109467,8.19648170471191,0,0.833333313465118,6,48600,30570.1754,0
"tcb","Tanacross","Eyak-Athabaskan","Alaska-Oregon",,,0,0.666666686534882,9,35,660.3996312,0
"tcc","Datooga","Nilo-Saharan","S-Africa",1.46010375022888,10.0225954055786,0,,,87800,11189.77583,0
"tcf","Malinaltepec Tlapanec","Otomanguean","Mesoamerica",,,0,0.75,8,48000,1056.642597,0
"tcg","Tamagario","Trans-New-Guinea","S-New-Guinea",,,0,0.25,4,3500,1063.752415,0
"tcx","Toda","Dravidian","Indic",,,0,1,1,1100,257.5958537,0
"tcy","Tulu","Dravidian","Indic",,,0,0.600000023841858,5,1950000,6929.643731,0
"tcz","Thado Chin","Sino-Tibetan","Southeast-Asia",1.81651175022125,11.3550519943237,0,,,231200,3950.955674,0
"tdh","Thulung","Sino-Tibetan","Indic",,,0.07174888253212,0.666666686534882,3,33310,383.0947252,0
"tdn","Tondano","Austronesian","Oceania",,,0,0.53125,8,80000,424.0137413,0
"tdt","Tetun Dili","Creole",,1.46083676815033,7.75159358978272,,,,50000,51.24272761,1
"tea","Temiar","Austro-Asiatic","Southeast-Asia",,,,0.833333313465118,8,25725,8269.25741,1
"tee","Huehuetla Tepehua","Totonacan","Mesoamerica",1.24953186511993,8.01224803924561,0,0.555555582046509,9,3000,248.6020084,0
"teh","Tehuelche","Chon","SE-South-America",,,0,0.75,1,4,24196.31154,0
"tel","Telugu","Dravidian","Indic",1.75788652896881,11.1238498687744,0.063096024096012,0.699999988079071,10,69600600,242916.4054,1
"tem","Themne","Niger-Congo","African-Savannah",1.69699001312256,8.61244010925293,0.128342241048813,0.681818187236786,11,1230000,17698.0008,1
"teo","Teso","Nilo-Saharan","S-Africa",1.68926346302032,10.2547836303711,0,0.600000023841858,10,1849000,12617.21677,0
"teq","Temein","Nilo-Saharan","African-Savannah",,,0,0.800000011920929,5,13000,74.11108812,0
"ter","Terêna","Maipurean","SE-South-America",1.49399709701538,9.89683723449707,0,1,1,15000,19523.0204,0
"tet","Tetun","Austronesian","Oceania",,,0,0.04166666790843,6.5,450000,4806.387131,0
"teu","Soo","Nilo-Saharan","S-Africa",,,0,0.766666650772095,10,5000,534.0617847,0
"tew","Tewa","Kiowa-Tanoan","Basin-and-Plains",,,0,0,1,1300,734.4203185,0
"tex","Tennet","Nilo-Saharan","African-Savannah",,,0,0.5,10,4000,91.77162043,0
"tfr","Teribe","Chibchan","Mesoamerica",1.20865440368652,8.13239097595215,0,0.592592597007751,9,3005,3514.664976,0
"tgc","Tigak","Austronesian","N-Coast-New-Guinea",,,0,0.222222223877907,12,6000,594.5014063,0
"tgk","Tajiki","Indo-European","Inner-Asia",1.75415503978729,9.46017265319824,,0.5,10,4274000,103849.7654,1
"tgl","Tagalog","Austronesian","Oceania",1.43595695495605,8.16528606414795,,0.473654240369797,23,21500000,28489.9732,1
"tgo","Sudest","Austronesian","S-New-Guinea",,,0,0.5,3,2000,780.2800195,0
"tgp","Tangoa","Austronesian",,1.35158443450928,7.57011222839356,0,,,800,15.96268277,0
"tha","Thai","Tai-Kadai","Southeast-Asia",1.58994388580322,8.66425514221191,0.660626888275147,0.126053109765053,26,20230000,154283.5762,1
"thd","Thayore","Australian","N-Australia",,,0,0.200000002980232,10,150,987.341859,0
"thf","Thangmi","Sino-Tibetan","Indic",,,0.015586546622217,1,5,24700,848.6243592,0
"thk","Tharaka","Niger-Congo","S-Africa",1.638432264328,10.1644630432129,0,,,139000,1552.011036,0
"thp","Thompson","Salish","Alaska-Oregon",,,0,0.400000005960465,3,720,232.3215332,0
"ths","Thakali","Sino-Tibetan","Indic",,,0.12666666507721,0.375,4,6440,523.887495,0
"thv","Tahaggart Tamahaq","Afro-Asiatic","N-Africa",,,0,0.773809552192688,3.66666674613953,62000,531506.861,0
"tig","Tigré","Afro-Asiatic","Greater-Abyssinia",,,0,0.464705884456635,17,1050000,45760.96808,0
"tih","Timugon Murut","Austronesian","Southeast-Asia",1.46925604343414,8.33416652679443,0,0.400000005960465,10,7000,820.9359799,0
"tik","Tikar","Niger-Congo","African-Savannah",1.57011163234711,8.16318511962891,0,0.5,2,25000,7014.68732,0
"tim","Timbe","Trans-New-Guinea","N-Coast-New-Guinea",1.45008075237274,9.25895500183106,0,,,11000,431.9811103,0
"tio","Teop","Austronesian","Oceania",,,0,0.142857149243355,7,5000,371.52509,0
"tir","Tigrigna","Afro-Asiatic","Greater-Abyssinia",2.49206495285034,10.7701892852783,0.019241968169808,0.649999976158142,10,5760000,64071.65211,1
"tiv","Tiv","Niger-Congo","African-Savannah",,,,0,1,2210000,26770.797,1
"tiw","Tiwi","Australian","N-Australia",,,0,0.495194017887116,27,1830,7519.32557,0
"tix","Southern Tiwa","Kiowa-Tanoan","Basin-and-Plains",,,0,0,1,1630,925.4950738,0
"tkl","Tokelauan","Austronesian","Oceania",,,0,0.25,2,3250,20.02270789,0
"tkr","Tsakhur","North-Caucasian","Greater-Mesopotamia",,,0,1,2,22770,1747.504957,0
"tks","Takestani","Indo-European","Greater-Mesopotamia",,,0,0.449999988079071,5,220000,,0
"tku","Totonac, Upper Necaxa","Totonacan",,1.37224173545837,9.34522247314453,0,,,3400,93.91372287,0
"tkw","Teanu","Austronesian","Oceania",,,0,0.200000002980232,5,520,201.7101479,0
"tlb","Tobelo","West-Papuan","Oceania",1.46262526512146,8.90400886535645,0,0.685185194015503,9,27700,3853.002651,0
"tlc","Yecuatla Totonac","Totonacan","Mesoamerica",,,0,0.518181800842285,11,500,55.61625134,0
"tlf","Telefol","Trans-New-Guinea",,1.22823679447174,8.68861675262451,0,0.416666656732559,3,5400,1911.899878,0
"tli","Tlingit","Eyak-Athabaskan","Alaska-Oregon",,,0,0.659722208976746,18,1430,7367.989378,0
"tlj","Talinga-Bwisi","Niger-Congo","S-Africa",,,0,1,3,99400,518.8450401,0
"tll","Tetela","Niger-Congo","S-Africa",,,0,0.75,4,750000,74545.42549,0
"tly","Talysh","Indo-European","Greater-Mesopotamia",,,0,1,1,912000,5259.785233,0
"tma","Tama","Nilo-Saharan","African-Savannah",,,0,0.928571403026581,4.5,67900,14534.62161,0
"tmd","Haruai","Piawi","Interior-New-Guinea",,,0,0.75,4,2000,262.3272247,0
"tml","Tamnim Citak","Trans-New-Guinea",,,,0,0.567445039749146,26,290,766.2011311,0
"tmq","Tumleo","Austronesian","N-Coast-New-Guinea",,,0,1,1,790,38.00758643,0
"tmu","Iau","Lakes-Plain","Interior-New-Guinea",,,0,0.5,1,600,2072.451835,0
"tna","Tacana","Tacanan","NE-South-America",1.26092159748077,8.1384744644165,0,0.200000002980232,10,1820,6757.771386,0
"tnc","Tanimuca-Retuarã","Tucanoan","NE-South-America",,,0,0.736363649368286,11,300,1379.169296,0
"tnd","Angosturas Tunebo","Chibchan",,,,0,0,1,50,170.0349091,0
"tnk","Kwamera","Austronesian","Oceania",,,0,1,1,3500,85.78841321,0
"tnl","Lenakel","Austronesian","Oceania",,,0,0.444444447755814,9,11500,68.76656957,0
"tnm","Tabla","East-Bird’s-Head-Sentani","N-Coast-New-Guinea",,,0,0.5,2,3750,220.4923544,0
