ISO,Language,Family,Area,H,H_unigram,L2prop,MC,NumChap,Population,Rangesize,vehicularity,ethnologue_L2_users,used_as_L2_by,notes,NOTA BENE! Remember to use Ethnologue version 20 (the 2017 version)!,,,
gym,Ngäbere,Chibchan,Mesoamerica,1.262131572,8.570569038,0,0.6354166865,8,133090,10117.81544,0,FALSE,no information,,,,,
gyr,Guarayu,Tupian,,1.503678083,8.956442833,0,,,5930,18640.88517,0,FALSE,no information,,,,,
had,Hatam,Language-isolate,N-Coast-New-Guinea,,,0,0.4157142937,15,16000,1096.503229,0,FALSE,no information,,,,,
hae,Eastern Oromo,Afro-Asiatic,S-Africa,1.61067152,10.21541309,0,0.4865961075,27,4530000,36999.10685,0,FALSE,"Used as L2 by Amharic [amh], Dirasha [gdl], Gumuz [guk], Màwés Aasʼè [myf].",,,,,
hag,Hanga,Niger-Congo,,1.419540524,7.388212681,0,,,6800,236.170298,0,FALSE,no information,,,,,
hak,Hakka Chinese,Sino-Tibetan,Southeast-Asia,1.520364881,8.879579544,0.00002090932503,1,1,28070000,162903.7283,1,TRUE,Used as L2 by She [shx].,,,,,
har,Harari,Afro-Asiatic,Greater-Abyssinia,,,0.2314566523,1,1,21300,5.299330492,0,TRUE,no information,,,,,
hat,Haitian Creole French,Creole,Mesoamerica,1.607369542,7.82295084,,,,7489840,27060.73759,1,FALSE,no information,,,,,
hau,Hausa,Afro-Asiatic,African-Savannah,1.618493795,8.566011429,0.4160079956,0.321896255,28,24060500,359262.5028,1,TRUE,"Used as L2 by Adara [kad], Ahwai [nfd], Ajiya [idc], Alago [ala], Awak [awo], Ayu [ayu], Bacama [bcy], Bade [bde], Bali [bcn], Bankal [jjr], Bata [bta], Bena [yun], Berom [bom], Bille [bil], Boko [bqc], Bokobaru [bus], Bo-Rukul [mae], Busa [bqp], Cakfem-Mushere [cky], Cara [cfd], Cicipu [awc], Cishingini [asg], C’Lela [dri], Dadiya [dbd], Damakawa [dam], Dera [kna], Duguri [dbm], Dza [jen], Eastern Acipa [acp], Ebira [igb], Eggon [ego], Eloyi [afo], Etkywan [ich], Fali [fli], Fyam [pym], Ga’anda [gqa], Gbiri-Niragu [grh], Geji [gji], Gengle [geg], Giiwo [kks], Goemai [ank], Gude [gde], Gwa [gwb], Gwamhi-Wuri [bga], Gwandara [gwn], Gyem [gye], Hasha [ybj], Hõne [juh], Hwana [hwo], Izora [cbo], Jara [jaf], Jibu [jib], Kaan [ldl], Kam [kdx], Kamuku [cdr], Kibaku [ckl], Koma [kmy], Kpasham [pbn], Kugama [kow], Kumba [ksm], Kutep [kub], Kyanga [tye], Labir [jku], Lala-Roba [lla], Longuda [lnu], Lopa [lop], Mangas [zns], Mbat [bau], Mboi [moi], Mbula-Bwazza [mbu], Miya [mkf], Ndoola [ndr], Ngwaba [ngw], Nikyob-Nindem [kdp], Ningye [nns], Ninzo [nin], Numana-Nunku-Gbantu-Numbu [nbr], Nya Huba [hbb], Nyankpa [yes], Nyong [muo], Pangu [png], Pero [pip], Piya-Kwonci [piy], Ron [cla], Samba Daka [ccg], Shama-Sambuga [sqa], Shanga [sho], Shiki [gua], Shoo-Minda-Nye [bcv], Sorko [bze], Sukur [syk], Tangale [tan], Teme [tdo], Tera [ttr], Tigon Mbembe [nza], Tsikimba [kdl], Tsishingini [tsw], Tsucuba [cbq], Tsuvadi [tvd], Tunzuii [dza], Tyap [kcg], ut-Ma’in [gel], Wandala [mfi], Warji [wji], Yendang [ynq], Yukuben [ybl], Zari [zaz], Zeem [zua].",,,,,
haw,Hawaiian,Austronesian,Oceania,1.372740984,6.973917007,,0.2055555582,18,1000,16691.71357,1,FALSE,no information,,,,,
hax,Southern Haida,Haida,Alaska-Oregon,,,0,0.5434523821,22,10,19.69786636,0,TRUE,no information,"population of 7, 6 semi-speakers, 0 L2 speakers",,,,
hay,Haya,Niger-Congo,S-Africa,1.744155288,11.20491505,0,0.8999999762,5,1300000,7623.823909,0,FALSE,Used as L2 by Nyambo [now].,,,,,
hch,Huichol,Uto-Aztecan,Mesoamerica,1.48217392,10.97152138,0,1,8,20000,9781.284024,0,FALSE,no information,,,,,
heb,Hebrew,Afro-Asiatic,Greater-Mesopotamia,1.995408177,11.06376457,,0.5291446447,27,4850000,11533.54207,1,FALSE,no information,"""Some who use it as L1 now in Israel learned it as L2 originally"" - huh?",,,,
heg,Helong,Austronesian,,1.40468955,8.413092613,0,,,14000,221.6511564,0,FALSE,no information,,,,,
heh,Hehe,Niger-Congo,S-Africa,1.696421266,10.65676689,0,1,2,805000,27454.9459,0,FALSE,no information,,,,,
hei,Heiltsuk,Wakashan,Alaska-Oregon,,,0,1,1,300,163.8896331,0,FALSE,no information,"population of 66, 50 semi-speakers",,,,
hem,Hemba,Niger-Congo,S-Africa,,,0,1,1,181000,62533.87374,0,FALSE,no information,,,,,
her,Herero,Niger-Congo,S-Africa,,,0,0.5,2,237000,165253.9635,0,FALSE,no information,,,,,
hia,Lamang,Afro-Asiatic,African-Savannah,,,0,0.4666666687,10,40000,495.7428996,0,FALSE,no information,,,,,
hid,Hidatsa,Siouan-Catawban,Basin-and-Plains,,,0,0.8000000119,5,100,520.0507079,0,FALSE,no information,"population of 200, 25-50 semifluent speakers; ""no children are L1 speakers, but a few have passive knowledge"" --> L2 speakers?",,,,
hig,Kamwe,Afro-Asiatic,,1.385617614,7.999878407,0,,,300000,621.7867936,0,FALSE,Used as L2 by Sukur [syk].,,,,,
hil,Hiligaynon,Austronesian,Oceania,1.39373374,7.874841213,,0.3333333433,3,5770000,14662.24905,1,FALSE,"Used as L2 by Ati [atk], Caluyanun [clu], Central Subanen [syb], Cotabato Manobo [mta], Inakeanon [akl], Inonhan [loc], Kagayanen [cgc], Kinaray-a [krj], Tagakaulo [klg], Tboli [tbl].",,,,,
hin,Hindi,Indo-European,Indic,1.7816118,8.924057961,0.3178888261,0.5307618976,25,180122200,345790.8285,1,TRUE,no information,,,,,
hix,Hixkaryána,Cariban,NE-South-America,,,0,0.4890211523,27,600,2198.939581,0,FALSE,no information,,,,,
hke,Hunde,Niger-Congo,S-Africa,,,0,0.8000000119,10,200000,3229.00133,0,FALSE,no information,,,,,
hla,Halia,Austronesian,Oceania,1.355568051,7.922710896,0,0.472222209,9,20000,166.7209459,0,FALSE,no information,,,,,
hmr,Hmar,Sino-Tibetan,Southeast-Asia,,,0,0.380952388,7,50000,2201.271825,0,FALSE,Used as L2 by Sakachep [sch].,,,,,
hmt,Hamtai,Trans-New-Guinea,Interior-New-Guinea,,,0,0.7944444418,15,45000,5928.444013,0,FALSE,no information,,,,,
hna,Mina,Afro-Asiatic,African-Savannah,,,0,0.25,4,11000,436.7669144,0,FALSE,Used as L2 by Mbudum [xmd].,,,,,
hne,Chhattisgarhi,Indo-European,,1.78506124,8.680459976,0,,,15000000,57368.12002,0,FALSE,"Used as L2 by Bhunjia [bhu], Eastern Muria [emu], Far Western Muria [fmu].",,,,,
hnh,//Ani,Khoisan,S-Africa,,,0,0.4166666567,4,1000,739.4911483,0,FALSE,no information,,,,,
hnj,Hmong Njua,Hmong-Mien,,,,0,0.1435019821,24,210000,48436.05888,0,FALSE,no information,,,,,
hnn,Hanunoo,Austronesian,Oceania,1.397260308,8.340092659,0,,,13000,688.5448422,0,FALSE,no information,,,,,
hns,Caribbean Hindustani,Indo-European,,1.425568938,8.338744164,0,,,150000,,0,FALSE,Used as L2 by Dutch [nld].,,,,,
hoa,Hoava,Austronesian,Oceania,,,0,0.2857142985,7,460,153.7920839,0,FALSE,no information,,,,,
hoc,Ho,Austro-Asiatic,Indic,,,0,0.8000000119,5,1500000,8774.764168,0,FALSE,Used as L2 by Birhor [biy].,,,,,
hoo,Holoholo,Niger-Congo,S-Africa,,,0,1,1,15500,3147.301024,0,FALSE,no information,,,,,
hop,Hopi,Uto-Aztecan,Basin-and-Plains,1.483110785,9.477247238,0,0.8571428657,7,5260,2335.796852,0,FALSE,no information,,,,,
hot,Hote,Austronesian,,1.408243775,7.882677078,0,,,2240,284.8621823,0,FALSE,no information,,,,,
hrv,Croatian,Indo-European,Europe,2.034758091,10.0993681,0.1921185255,0.4416666627,15,4002900,57020.78824,1,TRUE,no information,,,,,
hsb,Upper Sorbian,Indo-European,Europe,,,0,0.8333333135,2,18000,1447.281003,0,FALSE,no information,,,,,
hto,Minica Huitoto,Witotoan,NE-South-America,1.550351024,9.848975182,0,0.3916666806,8,6800,28373.65291,0,FALSE,no information,,,,,
hub,Huambisa,Jivaroan,Andean,1.517040014,10.78814316,0,,,9330,11149.60217,0,FALSE,no information,,,,,
hui,Huli,Trans-New-Guinea,,1.244438291,9.433835983,0,,,70000,5125.232158,0,FALSE,"Used as L2 by Duna [duc], Edolo [etr], Onobasulu [onn].",,,,,
hun,Hungarian,Uralic,Europe,1.833512187,10.09337997,,0.5581632853,28,12173900,119364.673,1,FALSE,no information,,,,,
hup,Hupa,Eyak-Athabaskan,California,,,0.7894737124,0.625,8,8,383.5613785,0,TRUE,no information,more L2 users (30) than L1 users (8),,,,
hur,Halkomelem,Salish,Alaska-Oregon,,,0,0.3571428657,4.5,200,452.0925332,0,FALSE,no information,990 semi-speakers,,,,
hus,Veracruz Huastec,Mayan,,1.292441607,8.162704468,0,,,50000,1038.382286,0,FALSE,no information,,,,,
huu,Murui Huitoto,Witotoan,NE-South-America,1.348016143,9.562836647,0,0.8333333135,6,7800,36727.15874,0,FALSE,"Used as L2 by Bora [boa], Muinani Witoto [hux], Ocaina [oca], Resígaro [rgr].",,,,,
huv,San Mateo del Mar Huave,Huavean,Mesoamerica,1.363583326,8.857676506,0,0.5044642687,12,12000,132.6232882,0,FALSE,no information,,,,,
huz,Hunzib,North-Caucasian,Greater-Mesopotamia,,,0,0.727743268,23,1840,153.1991258,0,FALSE,no information,,,,,
hvn,Sabu,Austronesian,Oceania,1.377843618,7.457384109,0,0.5083333254,4,110000,474.1526524,0,FALSE,no information,,,,,
hwc,Hawai'i Creole English,Creole,Oceania,1.50635457,7.661368847,0.400000006,0.5,3,600000,16691.71357,0,TRUE,Used as L2 by Hawaiian [haw].,,,,,
hye,Armenian,Indo-European,Greater-Mesopotamia,1.813120246,10.20526123,,0.6832188368,19,4684400,36780.92778,1,FALSE,no information,,,,,
iai,Iaai,Austronesian,Oceania,,,0,0.223437503,16,1560,105.5158169,0,FALSE,no information,,,,,
ian,Iatmul,Sepik,N-Coast-New-Guinea,1.26905632,8.714634895,0,1,1,8440,1362.828198,0,FALSE,Used as L2 by Sengo [spk].,,,,,
iba,Iban,Austronesian,Southeast-Asia,1.365732312,8.107653618,0.4716027677,0,10,694400,57487.76258,1,TRUE,"Used as L2 by Bukitan [bkn], Kajaman [kag], Kiput [kyi], Narom [nrm], Remun [lkj].",,,,,
ibd,Iwaidja,Australian,N-Australia,,,0,1,2,150,4902.439322,0,FALSE,no information,,,,,
ibo,Igbo,Niger-Congo,African-Savannah,1.642217398,8.613582611,,0.3671568632,17,18000000,24459.21754,1,FALSE,"Used as L2 by Ikwere [ikw], Obolo [ann], Ogbah [ogc].",,,,,
idu,Idoma,Niger-Congo,African-Savannah,,,0,0.25,2,600000,4717.843772,0,FALSE,no information,,,,,
ifb,Batad Ifugao,Austronesian,Oceania,1.459708571,8.703109741,0,0.75,4,43000,974.9296117,0,FALSE,no information,,,,,
ifk,Tuwali Ifugao,Austronesian,,1.518433332,8.815842628,0,,,30000,450.5943572,0,FALSE,Used as L2 by Keley-i Kallahan [ify].,,,,,
ifm,Teke-Fuumu,Niger-Congo,S-Africa,,,0,0.3333333433,3,8150,15271.52288,0,FALSE,no information,,,,,
ifu,Mayoyao Ifugao,Austronesian,,1.406139016,7.993730068,0,,,30000,323.9511951,0,FALSE,no information,,,,,
ify,Keley-I Kallahan,Austronesian,,1.503988385,8.608631134,0,,,8000,54.26529683,0,FALSE,no information,,,,,
igb,Ebira,Niger-Congo,African-Savannah,,,0,0,1,1000000,5401.262024,0,FALSE,no information,,,,,
ige,Igede,Niger-Congo,African-Savannah,,,0,0.5,2,250000,2319.498296,0,FALSE,Used as L2 by Yace [ekr].,,,,,
ign,Ignaciano,Maipurean,NE-South-America,1.411667824,9.476079941,0,0.6666666865,6,4500,1962.512955,0,FALSE,no information,,,,,
ihp,Iha,Trans-New-Guinea,N-Coast-New-Guinea,,,0,1,2,5500,1508.742559,0,FALSE,no information,,,,,
ijc,Izon,Niger-Congo,African-Savannah,,,0,0.8106060624,11,1000000,11670.78632,0,FALSE,"Used as L2 by Biseni [ije], Epie [epi], Okodia [okd].",,,,,
ike,Eastern Canadian Inuktitut,Eskimo-Aleut,,,12.94948483,,0.5833333135,3,14000,2716.01944,1,FALSE,no information,,,,,
ikk,Ika,Niger-Congo,,1.715537071,,0,,,22800,184.1299534,0,FALSE,Used as L2 by Esan [ish].,,,,,
ikw,Ikwere,Niger-Congo,,1.581736445,8.309622765,0,,,200000,2265.239079,0,FALSE,no information,,,,,
ikx,Ik,Nilo-Saharan,S-Africa,,,0,0.805555582,9,10000,823.7342701,0,FALSE,no information,,,,,
ilb,Ila,Niger-Congo,S-Africa,,,0,1,6,71200,8209.15921,0,FALSE,no information,,,,,
ilo,Ilocano,Austronesian,Oceania,1.509434581,8.510484695,,0.5625,2,6920000,27775.62596,1,FALSE,"Used as L2 by Abellen Ayta [abp], Adasen [tiu], Amganad Ifugao [ifa], Arta [atz], Balangao [blw], Banao Itneg [bjx], Binongan Itneg [itb], Bogkalot [ilk], Butbut Kalinga [kyb], Central Bontok [lbk], Central Cagayan Agta [agt], Eastern Bontok [ebk], Ga’dang [gdg], Gaddang [gad], Ibanag [ibg], Ibatan [ivb], Inlaod Itneg [iti], Isinay [inn], Isnag [isd], Itawit [itv], Kalanguya [kak], Karao [kyj], Keley-i Kallahan [ify], Limos Kalinga [kmk], Lubuagan Kalinga [knb], Maeng Itneg [itt], Majukayang Kalinga [kmd], Masadiit Itneg [tis], Mayoyao Ifugao [ifu], Moyadan Itneg [ity], Northern Bontok [rbk], Pahanan Agta [apf], Pamplona Atta [att], Paranan [prf], Sambal [xsb], Southern Bontok [obk], Southern Kalinga [ksc], Southwestern Bontok [vbk], Tanudan Kalinga [kml], Tuwali Ifugao [ifk], Umiray Dumaget Agta [due], Yogad [yog].",,,,,
imi,Anamgura,Trans-New-Guinea,N-Coast-New-Guinea,,,0,1,5,1250,94.12405386,0,FALSE,no information,,,,,
imn,Imonda,Border,N-Coast-New-Guinea,,,0,0.4589781761,24,250,29.88318181,0,FALSE,no information,,,,,
imo,Imbongu,Trans-New-Guinea,Interior-New-Guinea,1.28120327,9.238425255,0,,,42500,618.1126601,0,FALSE,no information,,,,,
inb,Inga,Quechuan,Andean,1.314529538,10.35988998,0,,,12000,4415.425983,0,FALSE,Used as L2 by Camsá [kbh].,,,,,
inh,Ingush,North-Caucasian,Greater-Mesopotamia,,,0,0.6563853025,22,413000,9001.460752,0,FALSE,no information,,,,,
ino,Inoke-Yate,Trans-New-Guinea,,1.284840822,10.11028957,0,,,10000,70.50766631,0,FALSE,no information,,,,,
iou,Tuma-Irumu,Trans-New-Guinea,,1.491526127,9.761500359,0,,,1500,123.8426172,0,FALSE,no information,,,,,
ipi,Ipili,Trans-New-Guinea,,1.034191608,8.967540741,0,,,26000,518.0414448,0,FALSE,Used as L2 by Hewa [ham].,,,,,
iqu,Iquito,Zaparoan,NE-South-America,,,0,0.5462962985,9,35,1946.349955,0,FALSE,no information,"language name ""IquitU"", population 35, 1 monolingual",,,,
irh,Irarutu,Austronesian,N-Coast-New-Guinea,,,0,0.5,6,4000,8324.142277,0,FALSE,no information,,,,,
iri,Irigwe,Niger-Congo,,1.487166762,7.443047047,0,,,40000,282.4647164,0,FALSE,no information,,,,,
irk,Iraqw,Afro-Asiatic,S-Africa,1.683120251,9.778248787,0,0.4991666675,20,462000,10129.8897,0,FALSE,"Used as L2 by Datooga [tcc], Gorowa [gow].",,,,,
irn,Irántxe,Language-isolate,NE-South-America,,,0,0.5,6,190,7947.017261,0,FALSE,no information,,,,,
iry,Iraya,Austronesian,,1.369593859,8.002432823,0,,,10000,1672.382187,0,FALSE,no information,,,,,
isi,Nkem-Nkum,Niger-Congo,African-Savannah,,,0,0.200000003,5,34500,393.7720873,0,FALSE,"Used as L2 by Abanyom [abm], Efutop [ofu], Nnam [nbp].",,,,,
isl,Icelandic,Indo-European,Europe,1.856013894,9.369860649,,0.4394736886,19,230000,83210.7183,1,FALSE,no information,,,,,
ita,Italian,Indo-European,Europe,1.794526577,9.348044395,0.0464223139,0.384803921,17,57191010,241796.5491,1,TRUE,no information,"""Most Italians use varieties along a continuum from standard to regional to local according to what is appropriate. Possibly nearly half the population do not use standard Italian as L1."" - note how numerical L2 proportion does not reflect this",,,,
itl,Itelmen,Chukotko-Kamchatkan,N-Coast-Asia,,,0,0.5199999809,10,380,5597.347852,0,FALSE,no information,,,,,
ito,Itonama,Language-isolate,NE-South-America,,,0,0.8000000119,5,10,460.6493001,0,FALSE,no information,,,,,
its,Isekiri,Niger-Congo,African-Savannah,,,0,0.08333333582,3,510000,2615.491996,0,FALSE,no information,,,,,
itv,Itawit,Austronesian,Oceania,1.226777315,7.442115307,0,,,134000,2049.511121,0,FALSE,no information,,,,,
itz,Itzá,Mayan,Mesoamerica,,,0,0.6666666865,3,12,50.99125407,0,FALSE,no information,population of 12,,,,
ium,Iu Mien,Hmong-Mien,Southeast-Asia,1.327121973,7.893639088,0,0,7,817300,28951.84848,0,FALSE,"Used as L2 by Chadong [cdy], Hlai [lic], Jiongnai Bunu [pnu], Lakkia [lbc].",,,,,
iwm,Iwam,Sepik,N-Coast-New-Guinea,,,0,0.5,2,3000,821.5619127,0,FALSE,no information,,,,,
iws,Sepik Iwam,Sepik,N-Coast-New-Guinea,1.298872471,8.857723236,0,,,2500,476.6711051,0,FALSE,no information,,,,,
ixl,San Juan Cotzal Ixil,Mayan,,1.302067041,8.278180122,0,,,16000,364.9576109,0,FALSE,no information,,,,,
izr,Izere,Niger-Congo,,1.58551538,8.038852692,0,,,50000,1289.324395,0,FALSE,"Used as L2 by Cen [cen], Tunzuii [dza], Zeem [zua].",,,,,
jaa,Jamamadí,Arauan,NE-South-America,,,0,1,1,480,13682.49441,0,FALSE,no information,,,,,
jac,Eastern Jacalteco,Mayan,Mesoamerica,1.318847179,8.561410904,0,0.4603937864,26,11000,104.949544,0,FALSE,no information,,,,,
jae,Yabem,Austronesian,N-Coast-New-Guinea,1.538823843,8.624018669,0,0.6388888955,9,2080,57.91333481,0,FALSE,"Used as L2 by Bugawac [buk], Mesem [mci], Numbami [sij], Safeyoka [apz], Tami [tmy].",,,,,
jam,Jamaican Creole English,Creole,Mesoamerica,1.635024786,7.594544411,0,,,2993100,12755.17283,0,FALSE,Used as L2 by Konchri Sain [jcs].,,,,,
jao,Yanyuwa,Australian,N-Australia,,,0,0.8333333135,4,52,16165.71279,0,FALSE,no information,"Intermarry with Garrwa [wrk] or Mara [mec]. Wives learn the husband’s language but use their own with members of their own group. Children usually speak the mother’s language, but boys at puberty learn and then speak the father’s language.",,,,
jaq,Yaqay,Trans-New-Guinea,S-New-Guinea,,,0,1,2,10000,3732.727142,0,FALSE,no information,,,,,
jav,Javanese,Austronesian,Southeast-Asia,1.469951987,9.605233192,0,0.08333333582,3,84300000,112817.6016,0,FALSE,"Used as L2 by Madura [mad], Tengger [tes].",,,,,
jbj,Arandai,Trans-New-Guinea,N-Coast-New-Guinea,,,0,1,1,1000,2057.479558,0,FALSE,no information,,,,,
jbt,Jabutí,Jabutian,NE-South-America,,,0,1,1,5,282.0995585,0,FALSE,no information,,,,,
jbu,Jukun Takum,Niger-Congo,African-Savannah,1.538992405,8.206611633,0,0.125,8,2451,4554.04222,0,FALSE,"Used as L2 by Akum [aku], Beezen [bnz], Busuu [bju], Kutep [kub], Naki [mff], Yukuben [ybl].",,,,,
jeb,Jebero,Cahuapanan,Andean,,,0,1,8,2500,811.5536686,0,FALSE,no information,,,,,
jei,Yei,South-Central-Papuan,S-New-Guinea,,,0,0.5,2,2390,3871.892744,0,FALSE,no information,,,,,
jel,Yelmek,South-Central-Papuan,S-New-Guinea,,,0,0.5,2,400,736.9236075,0,FALSE,no information,,,,,
jet,Manem,Border,N-Coast-New-Guinea,,,0,1,1,900,677.5948156,0,FALSE,no information,,,,,
jic,Tol,Jicaquean,Mesoamerica,1.405127525,7.998085976,0,0.6000000238,2,350,339.0059396,0,FALSE,no information,,,,,
jig,Djingili,Australian,N-Australia,,,0,0.8095238209,7,10,8803.237479,0,FALSE,no information,,,,,
jiv,Shuar,Jivaroan,Andean,1.564481139,10.79694462,0,0.8125,8,46700,13814.1316,0,FALSE,"Used as L2 by Achuar-Shiwiar [acu], Waorani [auc].",,,,,
jiy,Buyuan Jinuo,Sino-Tibetan,,,,0,0,2,1000,,0,FALSE,no information,,,,,
jle,Ngile,Niger-Congo,African-Savannah,,,0,0.75,4,38000,201.6957324,0,FALSE,no information,,,,,
jmc,Machame,Niger-Congo,S-Africa,1.677268386,10.22893715,0,,,300000,1271.226034,0,FALSE,no information,,,,,
jpn,Japanese,Japonic,N-Coast-Asia,,,0.00008970018825,0.4742063582,27,121563000,370223.5846,1,TRUE,no information,,,,,
jqr,Jaqaru,Aymaran,Andean,,,0,0.8615384698,13,740,683.0275223,0,FALSE,Used as L2 by Chincha Quechua [qxc].,,,,,
jra,Jarai,Austronesian,,1.449717999,7.851459026,0,,,338200,11631.36914,0,FALSE,no information,,,,,
jup,Hupdë,Puinavean,NE-South-America,,,0,0.8333333135,6,1360,181.2105036,0,FALSE,no information,,,,,
jya,Jiarong,Sino-Tibetan,Southeast-Asia,,,0,1,4.5,83000,10774.3525,0,FALSE,no information,,,,,
kaa,Karakalpak,Altaic,Inner-Asia,1.643216252,10.73233604,0,0.8571428657,7,407000,17418.02175,0,FALSE,no information,,,,,
kab,Kabyle,Afro-Asiatic,N-Africa,1.763072252,9.783403397,0,0.5,1,2540000,19686.73103,0,FALSE,no information,,,,,
kac,Jingpho,Sino-Tibetan,Southeast-Asia,1.309245467,7.560988903,,0,10,940000,53768.00126,1,FALSE,"Used as L2 by Khamti [kht], Lacid [lsi], Lhao Vo [mhx], Lisu [lis], Rawang [raw], Rumai Palaung [rbb], Zaiwa [atb].",,,,,
kah,Kara,Unclassified,African-Savannah,,,0,0.6666666865,6,4800,6716.893782,0,FALSE,no information,,,,,
kal,Greenlandic Inuktitut,Eskimo-Aleut,E-North-America,1.687192798,12.97478962,,0.8472883701,14,47800,4525.464689,1,FALSE,no information,,,,,
kam,Kamba,Niger-Congo,S-Africa,,,0.1335410625,0.8333333135,6,3960000,36187.21674,0,TRUE,Used as L2 by Gichuka [cuh].,,,,,
kan,Kannada,Dravidian,Indic,1.629153848,11.23656178,0.1925585121,0.6366300583,26,35300000,140012.4546,1,TRUE,"Used as L2 by Alu Kurumba [xua], Holiya [hoy], Irula [iru], Jennu Kurumba [xuj], Kannada Kurumba [kfi], Kodava [kfa], Kota [kfe], Kudiya [kfg], Lambadi [lmn], Mudu Koraga [vmd], Paniya [pcg], Ravula [yea], Tamil [tam], Tulu [tcy], Vaagri Booli [vaa].",,,,,
kao,Xaasongaxango,Niger-Congo,African-Savannah,1.54620707,8.009192467,0,0.200000003,5,121600,12630.26064,0,FALSE,no information,,,,,
kap,Bezhta,North-Caucasian,Greater-Mesopotamia,,,0,1,1,6200,127.0980665,0,FALSE,Used as L2 by Hunzib [huz].,,,,,
kaq,Capanahua,Panoan,NE-South-America,1.476742625,9.812206268,0,,,390,807.9838543,0,FALSE,no information,Few children speakers: one-third have passive knowledge but generally do not acquire Capanahua,,,,
kas,Kashmiri,Indo-European,Indic,,,0,0.4900000095,10,5525000,18645.54538,0,FALSE,"Used as L2 by Bhadrawahi [bhd], Changthang [cna], Gujari [gju].",,,,,
kat,Georgian,Kartvelian,Greater-Mesopotamia,1.86584568,9.877079964,,0.6065714359,25,4016300,48713.92448,1,FALSE,no information,,,,,
kay,Kamayurá,Tupian,NE-South-America,,,0,0.7083333135,12,360,610.7125331,0,FALSE,Used as L2 by Awetí [awe].,,,,,
kaz,Kazakh,Altaic,Inner-Asia,1.79957509,11.35886288,,0,1,7621000,1834033.14,1,FALSE,no information,,,,,
kbc,Kadiwéu,Guaykuruan,SE-South-America,1.228955984,9.50518322,0,0.8500000238,5,1590,7136.231091,0,FALSE,no information,,,,,
kbd,Kabardian,North-Caucasian,Greater-Mesopotamia,,,0,1,8,1520000,6282.627141,0,FALSE,no information,,,,,
kbh,Camsá,Language-isolate,Andean,1.398089528,9.664207458,0,1,5,4770,601.6048051,0,FALSE,no information,,,,,
kbk,Grass Koiari,Trans-New-Guinea,S-New-Guinea,,,0,0.5,3,1700,1344.197346,0,FALSE,no information,,,,,
kbl,Kanembu,Nilo-Saharan,African-Savannah,,,,1,5,461000,19742.68915,1,FALSE,Used as L2 by Buduma [bdm].,,,,,
kbm,Iwal,Austronesian,,1.312991977,7.778190136,0,,,1500,692.3056068,0,FALSE,no information,,,,,
kbp,Kabiyé,Niger-Congo,African-Savannah,1.605242491,9.348491669,0,0.5,2,730000,24266.41738,0,FALSE,"Used as L2 by Kpessi [kef], Lama [las], Lukpa [dop], Miyobe [soy], Nawdm [nmz].",,,,,
kbq,Kamano,Trans-New-Guinea,Interior-New-Guinea,1.50970149,11.53672314,0,,,63200,805.2947197,0,FALSE,Used as L2 by Abaga [abg].,,,,,
kbr,Kafa,Afro-Asiatic,Greater-Abyssinia,1.369161487,10.51316071,0.05296586081,,,570000,6179.418553,0,TRUE,"Used as L2 by Chara [cra], Nayi [noz].",,,,,
kbv,Dera,Senagi,N-Coast-New-Guinea,,,0,0.8571428657,4,1690,503.0671131,0,FALSE,no information,,,,,
kbx,Ap Ma,Ramu-Lower-Sepik,N-Coast-New-Guinea,,,0,1,2,7000,558.399639,0,FALSE,no information,,,,,
